NUM_CHANNEL_KEY,Locationcode,ChannelCode,BookingNumber,BookingDetailCode,DealNumber,DealRowNumber,NUM_CLIENT_KEY,NUM_BRAND_KEY,NUM_DATE_KEY,starttime,NUM_DURATION_SEC,NUM_PROGRAM_KEY,NUM_PA,NUM_TA,NUM_V000S,NUM_TVR,ClientCode,BrandCode,Currency,spotamount,TapeDuration,Netcode,valuationrate,rate
388,ZAZEE00001,ZAPIC00001,14122502W,55,555/2014,9,651,15931,20141221,0:40:58,20,30433,10,15,65,0.0307,ZAPEO00001,ZASHA01530,INR,5780,20,6,2890,2890
388,ZAZEE00001,ZAPIC00001,14121001N,43,277/2014,4,49,3816,20141221,0:41:18,30,30433,11,15,49,0.0232,ZAPER00328,ZABLE00006,INR,0,30,6,2779.5,0
388,ZAZEE00001,ZAPIC00001,14122419W,312,568/2014,9,5377,58292,20141221,0:41:48,15,30433,12,15,49,0.0232,1422461,ZALAY00007,INR,3952,15,6,2635,2635
388,ZAZEE00001,ZAPIC00001,14122500W,40,602/2014,10,418,4119,20141221,0:42:03,30,30433,13,15,51,0.0241,1420290,ZACAR00173,INR,8670,30,6,2890,2890
388,ZAZEE00001,ZAPIC00001,14122214W,223,330/2014,8,27,286,20141221,0:42:33,30,30433,14,15,51,0.0241,ZAMAR00264,ZAHAI00329,INR,5992,30,6,1997.5,1997.5
388,ZAZEE00001,ZAPIC00001,14122393W,7,604/2014,2,274,4475,20141220,13:34:43,20,89924,13,16,198,0.0936,ZACEA00072,ZACEA01191,INR,3400,20,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14121016N,360,550/2014,4,589,26993,20141220,13:35:03,10,89924,14,16,239,0.1129,ZAHEN00491,ZACOL01407,INR,1487.5,10,6,1487.5,1487.5
388,ZAZEE00001,ZAPIC00001,14122500W,25,602/2014,7,418,4119,20141220,13:35:13,30,89924,15,16,239,0.1129,1420290,ZACAR00173,INR,5610,30,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14122070W,40,575/2014,3,79,52497,20141220,13:46:35,25,89924,2,15,349,0.1649,ZAPGH00301,ZAPAM01000,INR,4038,25,6,1615,1615
388,ZAZEE00001,ZAPIC00001,14123003E,1,127/2014,9,261,57487,20141220,13:47:00,10,89924,3,15,169,0.0798,1417817,ZAENG01220,INR,1360,10,6,1360,1360
388,ZAZEE00001,ZAPIC00001,14121054N,17,565/2014,6,2887,57783,20141220,13:47:10,15,89924,4,15,169,0.0798,ZATIM00562,GAAXX00002,INR,2231.25,15,6,1423.75,1487.5
388,ZAZEE00001,ZAPIC00001,14121075N,20,588/2014,1,277,48603,20141220,13:47:25,20,89924,5,15,169,0.0798,ZAGEN00483,RETXX00004,INR,3400,20,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14124018M,2,316/2014,11,3,539,20141220,13:47:45,15,89924,6,15,169,0.0798,ZAITC00202,ZAACT00002,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122449W,12,330/2014,6,27,3896,20141220,13:48:00,15,89924,7,15,137,0.0647,ZAMAR00264,ZALIV00044,INR,1785,15,6,1190,1190
388,ZAZEE00001,ZAPIC00001,14121061N,14,167/2014,6,195,58013,20141220,13:48:15,25,89924,8,15,137,0.0647,ZAJUB00002,ZADOM00227,INR,3506.25,25,0,1402.5,1402.5
388,ZAZEE00001,ZAPIC00001,14121086N,153,581/2014,10,95,332,20141220,13:48:40,30,89924,9,15,137,0.0647,ZAAMW00001,ZANUT00023,INR,0,30,6,1190,0
388,ZAZEE00001,ZAPIC00001,14122098W,22,530/2014,9,275,50391,20141220,13:49:10,30,89924,10,15,153,0.0723,ZACOL00083,COLXX00011,INR,3825,30,6,1275,1275
388,ZAZEE00001,ZAPIC00001,14124019M,1,316/2014,12,3,50412,20141220,13:49:40,10,89924,11,15,153,0.0723,ZAITC00202,ZASUN01436,INR,1700,10,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122500W,26,602/2014,7,418,4119,20141220,13:49:50,20,89924,12,15,153,0.0723,1420290,ZACAR00173,INR,3740,20,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14124018M,1,316/2014,11,3,539,20141220,13:50:10,15,89924,13,15,183,0.0865,ZAITC00202,ZAACT00002,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122448W,4,330/2014,6,27,286,20141220,13:50:25,10,89924,14,15,183,0.0865,ZAMAR00264,ZAHAI00329,INR,1190,10,6,1190,1190
388,ZAZEE00001,ZAPIC00001,14121118N,36,444/2014,11,1801,55162,20141220,14:29:19,30,41214,3,24,185,0.0874,1423501,SNAXX00003,INR,5227.5,30,6,1742.5,1742.5
388,ZAZEE00001,ZAPIC00001,14121016N,375,550/2014,5,589,26993,20141220,14:29:49,10,41214,4,24,185,0.0874,ZAHEN00491,ZACOL01407,INR,1530,10,6,1530,1530
388,ZAZEE00001,ZAPIC00001,14121130N,119,482/2014,6,222,55615,20141220,14:29:59,10,41214,5,24,185,0.0874,ZASIS00005,ZAMTS00001,INR,1785,10,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14121067N,312,574/2014,8,219,58016,20141220,14:30:09,15,41214,6,24,175,0.0827,ZAMAN00063,ZAMAN01419,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14121103N,147,594/2014,7,289,49016,20141220,14:30:24,15,41214,7,24,175,0.0827,ZAHEW00003,IPGXX00001,INR,2932.5,15,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14121024N,142,576/2014,4,69,47147,20141220,14:30:39,15,41214,8,24,175,0.0827,ZAMSD00002,ZARAJ01521,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14121054N,202,565/2014,7,2887,57783,20141220,14:30:54,10,41214,9,24,175,0.0827,ZATIM00562,GAAXX00002,INR,1700,10,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14123000E,130,541/2014,8,33,19,20141220,14:31:04,25,41214,10,24,90,0.0425,ZAEMA00475,ZAEMA01377,INR,5312.5,25,6,2125,2125
388,ZAZEE00001,ZAPIC00001,14121061N,64,167/2014,7,195,58013,20141220,14:31:29,25,41214,11,24,90,0.0425,ZAJUB00002,ZADOM00227,INR,4250,25,0,1700,1700
388,ZAZEE00001,ZAPIC00001,14121036N,401,452/2014,3,372,14278,20141220,14:31:54,10,41214,12,24,90,0.0425,ZAGOD00146,ZAPAN00683,INR,1955,10,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14121003N,185,513/2014,6,270,392,20141220,14:32:04,15,41214,13,24,121,0.0572,ZAUNI00603,ZAMAM00005,INR,2422.5,15,6,1615,1615
388,ZAZEE00001,ZAPIC00001,14121098N,129,364/2014,6,1823,58276,20141220,14:32:19,10,41214,14,24,121,0.0572,ZASCJ00001,ZAALL01340,INR,1657.5,10,6,1657.5,1657.5
388,ZAZEE00001,ZAPIC00001,14121086N,157,581/2014,11,95,332,20141220,14:32:29,20,41214,15,24,121,0.0572,ZAAMW00001,ZANUT00023,INR,0,20,6,1445,0
388,ZAZEE00001,ZAPIC00001,14122447W,7,376/2014,4,242,16076,20141220,14:32:49,25,41214,16,24,121,0.0572,1415754,NISXX00008,INR,3000,25,6,1200.2,1200.2
388,ZAZEE00001,ZAPIC00001,14122085W,52,575/2014,4,295,32907,20141220,14:33:14,25,41214,17,24,121,0.0572,ZAPGH00301,ZAHEA00338,INR,4462,25,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14122384W,118,498/2014,5,119,55147,20141220,14:33:39,15,41214,18,24,121,0.0572,1418545,ZAQUI00011,INR,2805,15,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14122133W,45,580/2014,12,225,56224,20141220,14:33:54,15,41214,19,24,121,0.0572,1415110,ZAFOG00005,INR,2805,15,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14121111N,58,598/2014,3,49,3528,20141220,14:34:09,30,41214,20,24,131,0.0619,ZAPER00328,ZAROY01149,INR,4615.5,30,6,1538.5,1538.5
388,ZAZEE00001,ZAPIC00001,14122502W,37,555/2014,4,651,15931,20141220,14:34:39,20,41214,21,24,131,0.0619,ZAPEO00001,ZASHA01530,INR,3740,20,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14121075N,35,588/2014,2,277,48603,20141220,14:34:59,20,41214,22,24,131,0.0619,ZAGEN00483,RETXX00004,INR,3910,20,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14121118N,37,444/2014,11,1801,55162,20141220,14:48:54,30,41214,2,22,878,0.4148,1423501,SNAXX00003,INR,5227.5,30,6,1742.5,1742.5
388,ZAZEE00001,ZAPIC00001,14121067N,313,574/2014,8,219,58016,20141220,14:49:24,15,41214,3,22,472,0.223,ZAMAN00063,ZAMAN01419,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14121130N,121,482/2014,6,222,55615,20141220,14:49:39,10,41214,4,22,472,0.223,ZASIS00005,ZAMTS00001,INR,1785,10,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14121036N,402,452/2014,3,372,14278,20141220,14:49:49,10,41214,5,22,472,0.223,ZAGOD00146,ZAPAN00683,INR,1955,10,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14121103N,146,594/2014,7,289,49016,20141220,14:49:59,30,41214,6,22,472,0.223,ZAHEW00003,IPGXX00001,INR,5865,30,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14124008M,84,316/2014,4,3,50412,20141220,14:50:29,10,41214,7,22,232,0.1096,ZAITC00202,ZASUN01436,INR,1700,10,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122447W,8,376/2014,4,242,16076,20141220,14:50:39,25,41214,8,22,232,0.1096,1415754,NISXX00008,INR,3000,25,6,1200.2,1200.2
388,ZAZEE00001,ZAPIC00001,14121086N,161,581/2014,11,95,332,20141220,14:51:04,30,41214,9,22,163,0.077,ZAAMW00001,ZANUT00023,INR,0,30,6,1445,0
388,ZAZEE00001,ZAPIC00001,14122384W,112,498/2014,5,119,55147,20141220,14:51:34,15,41214,10,22,163,0.077,1418545,ZAQUI00011,INR,2805,15,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14124004M,57,316/2014,4,3,539,20141220,14:51:49,15,41214,11,22,163,0.077,ZAITC00202,ZAACT00002,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122087W,91,575/2014,4,295,1010,20141220,14:52:04,15,41214,12,22,159,0.0751,ZAPGH00301,ZAHEA00338,INR,2678,15,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14121024N,141,576/2014,4,69,47147,20141220,14:52:19,15,41214,13,22,159,0.0751,ZAMSD00002,ZARAJ01521,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14123000E,131,541/2014,8,33,19,20141220,14:52:34,25,41214,14,22,159,0.0751,ZAEMA00475,ZAEMA01377,INR,5312.5,25,6,2125,2125
388,ZAZEE00001,ZAPIC00001,14124007M,62,548/2014,3,424,6897,20141220,14:52:59,10,41214,15,22,159,0.0751,ZAVEN00462,ZAVEN01296,INR,1912.5,10,6,1912.5,1912.5
388,ZAZEE00001,ZAPIC00001,14121111N,57,598/2014,3,49,3528,20141220,14:53:09,30,41214,16,22,144,0.068,ZAPER00328,ZAROY01149,INR,4615.5,30,6,1538.5,1538.5
388,ZAZEE00001,ZAPIC00001,14121054N,31,565/2014,7,2887,57783,20141220,14:53:39,15,41214,17,22,144,0.068,ZATIM00562,GAAXX00002,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122080W,79,575/2014,4,295,1004,20141220,14:53:54,15,41214,18,22,144,0.068,ZAPRO00336,ZAVIC00922,INR,2678,15,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14128004B,50,608/2014,7,115,58550,20141220,14:54:09,30,41214,19,22,284,0.1342,1420206,ZAJOC00001,INR,5737.5,30,6,1912.5,1912.5
388,ZAZEE00001,ZAPIC00001,14122132W,172,580/2014,12,225,40893,20141220,14:54:39,15,41214,20,22,284,0.1342,1415110,ZAFOG00003,INR,2805,15,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14121118N,38,444/2014,11,1801,55162,20141220,15:06:19,30,41214,3,15,325,0.1536,1423501,SNAXX00003,INR,5227.5,30,6,1742.5,1742.5
388,ZAZEE00001,ZAPIC00001,14121130N,123,482/2014,6,222,55615,20141220,15:06:49,10,41214,4,15,325,0.1536,ZASIS00005,ZAMTS00001,INR,1785,10,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14121103N,148,594/2014,7,289,49016,20141220,15:06:59,15,41214,5,15,325,0.1536,ZAHEW00003,IPGXX00001,INR,2932.5,15,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14124007M,54,548/2014,3,424,6897,20141220,15:07:14,20,41214,6,15,309,0.146,ZAVEN00462,ZAVEN01296,INR,3825,20,6,1912.5,1912.5
388,ZAZEE00001,ZAPIC00001,14122094W,44,575/2014,4,79,52497,20141220,15:07:34,15,41214,7,15,309,0.146,ZAPGH00301,ZAPAM01000,INR,2678,15,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14122500W,28,602/2014,8,418,4119,20141220,15:07:49,30,41214,8,15,309,0.146,1420290,ZACAR00173,INR,5482.5,30,6,1827.5,1827.5
388,ZAZEE00001,ZAPIC00001,14122087W,90,575/2014,4,295,1010,20141220,15:08:19,15,41214,9,15,321,0.1517,ZAPGH00301,ZAHEA00338,INR,2678,15,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14122447W,2,376/2014,4,242,16076,20141220,15:08:34,30,41214,10,15,321,0.1517,1415754,NISXX00008,INR,3601,30,6,1200.2,1200.2
388,ZAZEE00001,ZAPIC00001,14121016N,377,550/2014,5,589,26993,20141220,15:09:04,10,41214,11,15,235,0.111,ZAHEN00491,ZACOL01407,INR,1530,10,6,1530,1530
388,ZAZEE00001,ZAPIC00001,14122384W,113,498/2014,5,119,55147,20141220,15:09:14,15,41214,12,15,235,0.111,1418545,ZAQUI00011,INR,2805,15,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14121098N,130,364/2014,6,1823,58276,20141220,15:09:29,10,41214,13,15,235,0.111,ZASCJ00001,ZAALL01340,INR,1657.5,10,6,1657.5,1657.5
388,ZAZEE00001,ZAPIC00001,14128002B,34,597/2014,7,421,58300,20141220,15:09:39,40,41214,14,15,235,0.111,ZAACE00002,ZAACE00011,INR,8840,40,6,2210,2210
388,ZAZEE00001,ZAPIC00001,14121118N,39,444/2014,11,1801,55162,20141220,15:21:15,30,41214,2,16,424,0.2003,1423501,SNAXX00003,INR,5227.5,30,6,1742.5,1742.5
388,ZAZEE00001,ZAPIC00001,14128004B,52,608/2014,7,115,55613,20141220,15:21:45,30,41214,3,16,424,0.2003,1420206,ZAJOC00001,INR,5737.5,30,6,1912.5,1912.5
388,ZAZEE00001,ZAPIC00001,14121130N,124,482/2014,6,222,55615,20141220,15:22:15,10,41214,4,16,153,0.0723,ZASIS00005,ZAMTS00001,INR,1785,10,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14123000E,129,541/2014,8,33,19,20141220,15:22:25,25,41214,5,16,153,0.0723,ZAEMA00475,ZAEMA01377,INR,5312.5,25,6,2125,2125
388,ZAZEE00001,ZAPIC00001,14121054N,200,565/2014,7,2887,57783,20141220,15:22:50,10,41214,6,16,153,0.0723,ZATIM00562,GAAXX00002,INR,1700,10,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14121036N,143,452/2014,3,372,14278,20141220,15:23:00,20,41214,7,16,160,0.0756,ZAGOD00146,ZAPAN00683,INR,3910,20,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14121016N,374,550/2014,5,589,26993,20141220,15:23:20,10,41214,8,16,160,0.0756,ZAHEN00491,ZACOL01407,INR,1530,10,6,1530,1530
388,ZAZEE00001,ZAPIC00001,14122381W,38,376/2014,4,242,16076,20141220,15:23:30,25,41214,9,16,160,0.0756,1415754,NISXX00008,INR,3000.5,25,6,1200.2,1200.2
388,ZAZEE00001,ZAPIC00001,14121111N,60,598/2014,3,49,3528,20141220,15:23:55,30,41214,10,16,160,0.0756,ZAPER00328,ZAROY01149,INR,4615.5,30,6,1538.5,1538.5
388,ZAZEE00001,ZAPIC00001,14122090W,84,575/2014,4,79,533,20141220,15:24:25,15,41214,11,16,137,0.0647,ZAPGH00301,ZATID00869,INR,2678,15,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14124008M,85,316/2014,4,3,50412,20141220,15:24:40,10,41214,12,16,137,0.0647,ZAITC00202,ZASUN01436,INR,1700,10,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14121067N,314,574/2014,8,219,58016,20141220,15:24:50,15,41214,13,16,137,0.0647,ZAMAN00063,ZAMAN01419,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122135W,272,580/2014,12,225,38963,20141220,15:25:05,10,41214,14,16,157,0.0742,1415110,ZAGLA01360,INR,1870,10,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14121118N,40,444/2014,11,1801,55162,20141220,15:37:25,30,41214,2,6,346,0.1635,1423501,SNAXX00003,INR,5227.5,30,6,1742.5,1742.5
388,ZAZEE00001,ZAPIC00001,14122439W,26,575/2014,4,79,533,20141220,15:37:55,15,41214,3,6,346,0.1635,ZAPGH00301,ZATID00869,INR,2678,15,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14128002B,33,597/2014,7,421,58300,20141220,15:38:10,40,41214,4,6,213,0.1006,ZAACE00002,ZAACE00011,INR,8840,40,6,2210,2210
388,ZAZEE00001,ZAPIC00001,14122418W,29,376/2014,4,242,41715,20141220,15:38:50,25,41214,5,6,213,0.1006,1415754,NISXX00008,INR,3000,25,6,1200.2,1200.2
388,ZAZEE00001,ZAPIC00001,14121054N,201,565/2014,7,2887,57783,20141220,15:39:15,10,41214,6,6,242,0.1143,ZATIM00562,GAAXX00002,INR,1700,10,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122072W,89,575/2014,4,126,36855,20141220,15:50:05,20,41214,2,7,311,0.1469,ZAIND00194,ZAORA00617,INR,3570,20,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14122500W,30,602/2014,8,418,4119,20141220,15:50:25,20,41214,3,7,311,0.1469,1420290,ZACAR00173,INR,3655,20,6,1827.5,1827.5
388,ZAZEE00001,ZAPIC00001,14124007M,51,548/2014,3,424,6897,20141220,15:50:45,20,41214,4,7,311,0.1469,ZAVEN00462,ZAVEN01296,INR,3825,20,6,1912.5,1912.5
388,ZAZEE00001,ZAPIC00001,14121075N,33,588/2014,2,277,48603,20141220,15:51:05,20,41214,5,7,240,0.1134,ZAGEN00483,RETXX00004,INR,3910,20,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14122418W,25,376/2014,4,242,6939,20141220,15:51:25,25,41214,6,7,240,0.1134,1415754,NISXX00008,INR,3000,25,6,1200.2,1200.2
388,ZAZEE00001,ZAPIC00001,14124004M,58,316/2014,4,3,539,20141220,15:51:50,15,41214,7,7,240,0.1134,ZAITC00202,ZAACT00002,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14122093W,69,575/2014,4,79,284,20141220,16:05:41,20,41214,3,16,378,0.1786,ZAPGH00301,ZAARI00045,INR,3570,20,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14121075N,32,588/2014,2,277,48603,20141220,16:06:01,20,41214,4,16,191,0.0902,ZAGEN00483,RETXX00004,INR,3910,20,6,1955,1955
388,ZAZEE00001,ZAPIC00001,14121054N,29,565/2014,7,2887,57783,20141220,16:06:21,15,41214,5,16,191,0.0902,ZATIM00562,GAAXX00002,INR,2550,15,6,1700,1700
388,ZAZEE00001,ZAPIC00001,14121001N,15,277/2014,2,49,3816,20141220,16:06:36,30,41214,6,16,191,0.0902,ZAPER00328,ZABLE00006,INR,0,30,6,1538.5,0
388,ZAZEE00001,ZAPIC00001,14122426W,8,555/2014,4,651,15931,20141220,16:07:06,10,41214,7,16,116,0.0548,ZAPEO00001,ZASHA01530,INR,1870,10,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14122381W,42,376/2014,4,242,6939,20141220,16:07:16,30,41214,8,16,116,0.0548,1415754,NISXX00008,INR,3600.6,30,6,1200.2,1200.2
388,ZAZEE00001,ZAPIC00001,14122080W,78,575/2014,4,295,1004,20141220,16:07:46,15,41214,9,16,116,0.0548,ZAPRO00336,ZAVIC00922,INR,2678,15,6,1785,1785
388,ZAZEE00001,ZAPIC00001,14122384W,119,498/2014,5,119,55147,20141220,16:08:01,15,41214,10,16,115,0.0543,1418545,ZAQUI00011,INR,2805,15,6,1870,1870
388,ZAZEE00001,ZAPIC00001,14128004B,48,608/2014,7,115,20825,20141220,16:08:16,30,41214,11,16,115,0.0543,1420206,ZAJOC00001,INR,5737.5,30,6,1912.5,1912.5
388,ZAZEE00001,ZAPIC00001,14121086N,160,581/2014,11,95,332,20141220,16:08:46,30,41214,12,16,115,0.0543,ZAAMW00001,ZANUT00023,INR,0,30,6,1445,0
